OrderID;from;Category Name;sales
10946;France;Condiments;112,5
10946;France;Condiments;520
10947;Belgium;Dairy Products;220
10948;Austria;Confections;146,25
10948;Austria;Produce;2120
10948;Austria;Meat/Poultry;96
10949;Belgium;Condiments;300
10949;Belgium;Seafood;930
10949;Belgium;Meat/Poultry;234
10949;Belgium;Confections;2958
10950;Denmark;Condiments;110
10951;France;Dairy Products;37,5
10951;France;Seafood;57,9
10951;France;Condiments;387,5
10952;Belgium;Condiments;400
10952;Belgium;Produce;91,2
10953;Belgium;Confections;4050
10953;Belgium;Dairy Products;625
10954;Denmark;Confections;488,6
10954;Denmark;Dairy Products;312,5
10954;Denmark;Seafood;285
10954;Denmark;Dairy Products;816
10955;Denmark;Beverages;93
10956;Belgium;Confections;120
10956;Belgium;Confections;133
10956;Belgium;Produce;424
10957;Austria;Seafood;776,7
10957;Austria;Beverages;720
10957;Austria;Grains/Cereals;266
10958;France;Condiments;427
10958;France;Produce;180
10958;France;Dairy Products;174
10959;Austria;Beverages;155
10960;Austria;Beverages;45
10960;Austria;Seafood;231,6
10961;France;Grains/Cereals;42
10961;France;Condiments;1080
10962;Spain;Produce;1350
10962;Spain;Seafood;462
10962;Spain;Meat/Poultry;656
10962;Spain;Dairy Products;324
10962;Spain;Beverages;792
10963;Austria;Dairy Products;68
10964;Spain;Seafood;375
10964;Spain;Beverages;1317,5
10964;Spain;Dairy Products;360
10965;France;Produce;848
10966;Belgium;Seafood;208
10966;Belgium;Grains/Cereals;456
10966;Belgium;Confections;591,6
10967;France;Dairy Products;110,4
10967;France;Dairy Products;800
10968;Belgium;Dairy Products;1140
10968;Belgium;Beverages;135
10968;Belgium;Grains/Cereals;133
10969;Belgium;Seafood;108
10970;France;Grains/Cereals;280
10971;Austria;Meat/Poultry;1733,06
10972;Denmark;Meat/Poultry;234
10972;Denmark;Dairy Products;17,5
10973;Denmark;Confections;156,15
10973;Denmark;Seafood;57,9
10973;Denmark;Beverages;77,5
10974;France;Condiments;439
10975;Belgium;Condiments;640
10975;Belgium;Beverages;77,5
10976;Austria;Produce;912
10977;Denmark;Beverages;540
10977;Denmark;Confections;285
10977;Denmark;Produce;530
10977;Denmark;Condiments;878
10978;Denmark;Condiments;800
10978;Denmark;Confections;400
10978;Denmark;Seafood;184
10978;Denmark;Condiments;116,7
10979;Belgium;Produce;540
10979;Belgium;Dairy Products;760
10979;Belgium;Beverages;360
10979;Belgium;Confections;1317
10979;Belgium;Dairy Products;300
10979;Belgium;Condiments;1536,5
10980;Denmark;Beverages;310
10981;Belarus;Beverages;15810
10982;Belgium;Produce;600
10982;Belgium;Beverages;414
10983;France;Seafood;504
10983;France;Grains/Cereals;292,5
10984;France;Dairy Products;959,75
10984;France;Condiments;90
10984;France;Seafood;760
10985;Denmark;Confections;628,2
10985;Denmark;Seafood;500
10985;Denmark;Dairy Products;1120
10986;France;Dairy Products;630
10986;France;Dairy Products;1215
10986;France;Condiments;180
10986;France;Condiments;195
10987;Austria;Produce;1800
10987;Austria;Beverages;276
10987;Austria;Dairy Products;696
10988;Spain;Produce;1800
10988;Spain;Confections;1972
10989;France;Condiments;1000
10989;France;Dairy Products;315
10989;France;Seafood;38,6
10990;Belgium;Confections;650
10990;Belgium;Beverages;840
10990;Belgium;Meat/Poultry;1560
10990;Belgium;Condiments;1881
10991;Spain;Beverages;950
10991;Spain;Beverages;300
10991;Spain;Beverages;1620
10992;France;Dairy Products;69,6
10993;Denmark;Meat/Poultry;6189,5
10993;Denmark;Seafood;337,75
10994;France;Dairy Products;990
10995;France;Produce;1060
10995;France;Dairy Products;136
10996;Spain;Grains/Cereals;560
10997;Denmark;Dairy Products;1600
10997;Denmark;Seafood;240
10997;Denmark;Grains/Cereals;140
10998;France;Condiments;54
10998;France;Condiments;199,5
10998;France;Produce;200
10998;France;Condiments;232,5
10999;Denmark;Seafood;193
10999;Denmark;Produce;795
10999;Denmark;Condiments;273
11000;Spain;Condiments;550
11000;Spain;Beverages;135
11000;Spain;Condiments;390
11001;Denmark;Produce;1800
11001;Denmark;Grains/Cereals;525
11001;Denmark;Seafood;300
11001;Denmark;Meat/Poultry;144
11002;France;Seafood;336
11002;France;Condiments;270
11002;France;Grains/Cereals;336
11002;France;Meat/Poultry;960
11003;France;Condiments;72
11003;France;Seafood;184
11003;France;Grains/Cereals;70
11004;Denmark;Confections;187,38
11004;Denmark;Beverages;108
11005;France;Condiments;36
11005;France;Dairy Products;550
11006;Denmark;Beverages;144
11006;Denmark;Meat/Poultry;247,58
11007;France;Condiments;1200
11007;France;Meat/Poultry;1237,9
11007;France;Grains/Cereals;196
11008;Belgium;Produce;3192
11008;Belgium;Beverages;1260
11008;Belgium;Dairy Products;451,5
11009;Austria;Beverages;54
11009;Austria;Seafood;342
11009;Austria;Dairy Products;306
11010;France;Produce;600
11010;France;Condiments;45
11011;Belgium;Seafood;530
11011;Belgium;Dairy Products;430
11012;Austria;Confections;460
11012;Austria;Dairy Products;1224
11012;Austria;Dairy Products;1290
11013;France;Grains/Cereals;90
11013;France;Grains/Cereals;56
11013;France;Seafood;190
11013;France;Dairy Products;25
11014;Denmark;Seafood;270,2
11015;France;Seafood;388,35
11015;France;Condiments;234
11016;Belgium;Dairy Products;187,5
11016;Belgium;Seafood;304
11017;Belgium;Condiments;250
11017;Belgium;Dairy Products;6050
11017;Belgium;Beverages;450
11018;Denmark;Dairy Products;760
11018;Denmark;Seafood;625
11018;Denmark;Grains/Cereals;190
11019;France;Seafood;36
11019;France;Dairy Products;40
11020;Denmark;Seafood;744
11021;Spain;Beverages;209
11021;Spain;Confections;1215
11021;Spain;Confections;1967,49
11021;Spain;Produce;2332
11021;Spain;Dairy Products;1218
11022;Belarus;Confections;322
11022;Belarus;Dairy Products;1080
11023;Belgium;Produce;120
11023;Belgium;Beverages;1380
11024;Austria;Confections;374,76
11024;Austria;Dairy Products;75
11024;Austria;Condiments;442,05
11024;Austria;Dairy Products;1075
11025;France;Condiments;180
11025;France;Seafood;120
11026;Denmark;Seafood;500
11026;Denmark;Produce;530
11027;Belgium;Beverages;135
11027;Belgium;Confections;1035,3
11028;Denmark;Meat/Poultry;840
11028;Denmark;Dairy Products;1320
11029;Belgium;Grains/Cereals;760
11029;Belgium;Condiments;526,8
11030;France;Condiments;1900
11030;France;Condiments;1494,5
11030;France;Meat/Poultry;7427,4
11030;France;Dairy Products;5500
11031;France;Condiments;810
11031;France;Seafood;480
11031;France;Condiments;94,5
11031;France;Grains/Cereals;665
11031;France;Dairy Products;344
11032;France;Seafood;665
11032;France;Condiments;6587,5
11032;France;Dairy Products;1650
11033;France;Meat/Poultry;2296
11033;France;Dairy Products;1296
11034;France;Dairy Products;150
11034;France;Condiments;233,4
11034;France;Condiments;171
11035;France;Condiments;180
11035;France;Condiments;1080
11035;France;Grains/Cereals;420
11035;France;Meat/Poultry;74,5
11036;Austria;Seafood;42
11036;Austria;Dairy Products;1650
11037;Austria;Beverages;60
11038;France;Seafood;92
11038;France;Grains/Cereals;14
11038;France;Dairy Products;645
11039;Denmark;Produce;912
11039;Denmark;Beverages;432
11039;Denmark;Confections;1200
11039;Denmark;Grains/Cereals;546
11040;Denmark;Confections;200
11041;Belgium;Beverages;570
11041;Belgium;Condiments;1317
11042;Belgium;Condiments;291,75
11042;Belgium;Condiments;114
11043;Spain;Dairy Products;210
11044;France;Dairy Products;591,6
11045;Belgium;Dairy Products;37,5
11045;Belgium;Produce;1272
11046;France;Dairy Products;760
11046;France;Dairy Products;480
11046;France;Condiments;324
11047;Austria;Beverages;450
11047;Austria;Condiments;640,5
11048;Belgium;Confections;525
11049;Austria;Beverages;190
11049;Austria;Dairy Products;152
11050;Denmark;Beverages;900
11051;Spain;Beverages;45
11052;Belarus;Beverages;1380
11052;Belarus;Condiments;285
11053;Belgium;Seafood;2187,5
11053;Belgium;Dairy Products;640
11053;Belgium;Grains/Cereals;831,25
11054;Belgium;Dairy Products;25
11054;Belgium;Beverages;280
11055;Austria;Beverages;67,5
11055;Austria;Confections;210
11055;Austria;Produce;1060
11055;Austria;Grains/Cereals;390
11056;Austria;Produce;1200
11056;Austria;Meat/Poultry;840
11056;Austria;Dairy Products;1700
11057;France;Condiments;45
11058;Belgium;Confections;30
11058;Belgium;Dairy Products;714
11058;Belgium;Condiments;114
11059;France;Seafood;180
11059;France;Meat/Poultry;468
11059;France;Dairy Products;1190
11060;Denmark;Dairy Products;136
11060;Denmark;Condiments;130
11061;Denmark;Dairy Products;510
11062;France;Meat/Poultry;328
11062;France;Condiments;180
11063;Denmark;Beverages;420
11063;Denmark;Seafood;736
11063;Denmark;Seafood;289,5
11064;France;Meat/Poultry;3003
11064;France;Seafood;115,8
11064;France;Meat/Poultry;820
11064;France;Meat/Poultry;96
11064;France;Dairy Products;687,5
11065;Denmark;Seafood;103,56
11065;Denmark;Meat/Poultry;149
11066;France;Dairy Products;52,35
11066;France;Dairy Products;386,4
11066;France;Condiments;490
11067;Austria;Seafood;86,85
11068;France;Produce;364,8
11068;France;Condiments;1656
11068;France;Condiments;364
11069;France;Condiments;360
11070;Denmark;Beverages;720
11070;Denmark;Beverages;380
11070;Denmark;Confections;523,5
11070;Denmark;Dairy Products;250
11071;Denmark;Produce;450
11071;Denmark;Seafood;60
11072;Belgium;Beverages;152
11072;Belgium;Seafood;386
11072;Belgium;Confections;357,5
11072;Belgium;Grains/Cereals;4322,5
11073;France;Dairy Products;210
11073;France;Condiments;90
11074;France;Dairy Products;244,3
11075;France;Condiments;190
11075;France;Seafood;360
11075;France;Condiments;36
11076;Belgium;Condiments;500
11076;Belgium;Produce;465
11076;Belgium;Confections;92
11077;Spain;Beverages;456
11077;Spain;Condiments;40
11077;Spain;Condiments;22
11077;Spain;Condiments;25
11077;Spain;Produce;30
11077;Spain;Condiments;80
11077;Spain;Seafood;31
11077;Spain;Dairy Products;76
11077;Spain;Seafood;24
11077;Spain;Produce;23,25
11077;Spain;Confections;34,9
11077;Spain;Confections;81
11077;Spain;Grains/Cereals;18
11077;Spain;Dairy Products;32
11077;Spain;Beverages;36
11077;Spain;Seafood;28,95
11077;Spain;Seafood;36
11077;Spain;Grains/Cereals;14
11077;Spain;Meat/Poultry;48
11077;Spain;Dairy Products;68
11077;Spain;Grains/Cereals;66,5
11077;Spain;Condiments;17
11077;Spain;Seafood;30
11077;Spain;Beverages;31
11077;Spain;Condiments;26
